,2014 offence or offence category,2014 recorded cases,2014 clearance rate %,2015 offence or offence category,2015 recorded cases,2015 clearance rate %,2016 offence or offence category,2016 recorded cases,2016 clearance rate %,2017 offence or offence category,2017 recorded cases,2017 clearance rate %,2018 offence or offence category,2018 recorded cases,2018 clearance rate %,2019 offence or offence category,2019 recorded cases,2019 clearance rate %,2020 offence or offence category,2020 recorded cases,2020 clearance rate %,2021 offence or offence category,2021 recorded cases,2021 clearance rate %,2022 offence or offence category,2022 recorded cases,2022 clearance rate %,2023 offence or offence category,2023 recorded cases,2023 clearance rate %
0,7.0,0.0,0.0,6.0,0.0,4.0,3.0,0.0,1.0,7.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0,1.0,1.6833126650593275e-05,0.0
1,17.0,0.0,1.0,13.0,0.0,2.0,24.0,0.0,6.0,17.0,0.0,5.0,14.0,0.0,3.0,17.0,0.0,4.0,18.0,0.0,5.0,20.0,0.0,4.0,24,0.0,8,24.0,0.0004039950396142386,5.0
2,698.0,0.0,245.0,756.0,0.0,272.0,686.0,0.0,239.0,737.0,0.0,231.0,680.0,0.0,237.0,662.0,0.0,236.0,791.0,0.0,263.0,786.0,0.0,240.0,748,0.0,270,703.0,0.011833688035367072,245.0
3,85.0,0.0,15.0,119.0,0.0,33.0,138.0,0.0,43.0,110.0,0.0,31.0,102.0,0.0,28.0,76.0,0.0,22.0,97.0,0.0,32.0,83.0,0.0,27.0,93,0.0,26,98.0,0.0016496464117581409,36.0
4,80.0,0.0,14.0,85.0,0.0,21.0,102.0,0.0,32.0,78.0,0.0,24.0,79.0,0.0,20.0,72.0,0.0,20.0,93.0,0.0,32.0,80.0,0.0,27.0,92,0.0,26,90.0,0.0015149813985533948,34.0
5,2.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.0,5.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1,0.0,0,6.0,0.00010099875990355964,1.0
6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.6833126650593275e-05,0.0
7,2.0,0.0,1.0,27.0,0.0,10.0,35.0,0.0,11.0,21.0,0.0,5.0,17.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1.6833126650593275e-05,1.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,126470.0,2.1288855275005316,35744.0
9,46982.0,0.8,12761.0,46081.0,0.7,13039.0,47401.0,0.7,13100.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118196,2.1,33298,39029.0,0.6569801000460049,11089.0
10,12537.0,0.2,3484.0,12405.0,0.2,3684.0,14492.0,0.2,4225.0,56047.0,1.0,15569.0,63782.0,1.1,18111.0,69881.0,1.3,19850.0,81630.0,1.5,22478.0,106656.0,2.1,30076.0,37076,0.7,10566,12186.0,0.20512848136412967,3329.0
11,7345.0,0.1,1994.0,7022.0,0.1,2023.0,7919.0,0.1,2224.0,24523.0,0.4,6905.0,29952.0,0.5,8488.0,29606.0,0.5,8538.0,29419.0,0.6,8248.0,29836.0,0.6,8592.0,11896,0.2,3325,11633.0,0.19581976232635157,3157.0
12,1316.0,0.0,307.0,1134.0,0.0,318.0,1132.0,0.0,320.0,11282.0,0.2,3098.0,9234.0,0.2,2563.0,9426.0,0.2,2682.0,9752.0,0.2,2584.0,9903.0,0.2,2725.0,11228,0.2,3121,9868.0,0.16610929378805445,2687.0
13,129.0,0.0,19.0,146.0,0.0,46.0,225.0,0.0,48.0,946.0,0.0,233.0,8106.0,0.1,2220.0,8541.0,0.2,2391.0,8949.0,0.2,2372.0,9238.0,0.2,2536.0,9360,0.2,2571,517.0,0.008702726478356723,160.0
14,294.0,0.0,74.0,254.0,0.0,69.0,524.0,0.0,86.0,122.0,0.0,22.0,6491.0,0.1,1778.0,6766.0,0.1,1843.0,7257.0,0.1,1951.0,7656.0,0.2,2091.0,598,0.0,212,1248.0,0.021007742059940406,310.0
15,5606.0,0.1,1594.0,5488.0,0.1,1590.0,6038.0,0.1,1770.0,258.0,0.0,54.0,673.0,0.0,207.0,596.0,0.0,221.0,572.0,0.0,164.0,518.0,0.0,169.0,1270,0.0,338,551.0,0.009275052784476894,171.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6158.0,0.1,1713.0,942.0,0.0,235.0,1179.0,0.0,327.0,1120.0,0.0,257.0,1064.0,0.0,276.0,667,0.0,204,166.0,0.002794299023998484,43.0
17,4622.0,0.1,1337.0,4786.0,0.1,1496.0,5919.0,0.1,1791.0,11.0,0.0,2.0,1119.0,0.0,341.0,883.0,0.0,291.0,803.0,0.0,212.0,663.0,0.0,187.0,164,0.0,46,305.0,0.005134103628430949,98.0
18,570.0,0.0,153.0,597.0,0.0,165.0,654.0,0.0,210.0,3787.0,0.1,1074.0,417.0,0.0,129.0,368.0,0.0,123.0,301.0,0.0,78.0,207.0,0.0,51.0,378,0.0,116,80.0,0.0013466501320474622,30.0
19,388.0,0.0,106.0,416.0,0.0,125.0,447.0,0.0,147.0,2978.0,0.1,897.0,543.0,0.0,176.0,388.0,0.0,141.0,369.0,0.0,103.0,335.0,0.0,98.0,125,0.0,42,2.0,3.366625330118655e-05,1.0
20,33.0,0.0,9.0,26.0,0.0,4.0,41.0,0.0,19.0,607.0,0.0,159.0,159.0,0.0,36.0,127.0,0.0,27.0,133.0,0.0,31.0,121.0,0.0,38.0,1,0.0,0,6758.0,0.11375826990470934,1884.0
21,9.0,0.0,3.0,6.0,0.0,2.0,3.0,0.0,1.0,403.0,0.0,113.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6977,0.1,1914,3384.0,0.05696330058560764,878.0
22,140.0,0.0,35.0,149.0,0.0,34.0,163.0,0.0,43.0,34.0,0.0,11.0,6291.0,0.1,1813.0,5929.0,0.1,1679.0,6160.0,0.1,1748.0,6238.0,0.1,1747.0,3440,0.1,868,2775.0,0.04671192645539634,821.0
23,22422.0,0.4,6443.0,21860.0,0.3,6339.0,22674.0,0.4,6528.0,1.0,0.0,0.0,2520.0,0.0,705.0,2616.0,0.0,726.0,2702.0,0.1,738.0,2925.0,0.1,782.0,2833,0.1,824,599.0,0.010083042863705372,185.0
24,12134.0,0.2,3513.0,11808.0,0.2,3379.0,12019.0,0.2,3465.0,169.0,0.0,35.0,3109.0,0.1,934.0,2615.0,0.0,737.0,2789.0,0.1,817.0,2723.0,0.1,782.0,704,0.0,222,766.0,0.012894175014354449,205.0
25,138.0,0.0,43.0,127.0,0.0,44.0,116.0,0.0,33.0,9619.0,0.2,2743.0,662.0,0.0,174.0,698.0,0.0,216.0,669.0,0.0,193.0,590.0,0.0,183.0,726,0.0,242,488.0,0.008214565805489519,136.0
26,5230.0,0.1,1456.0,5032.0,0.1,1475.0,5251.0,0.1,1542.0,37.0,0.0,8.0,638.0,0.0,169.0,574.0,0.0,165.0,635.0,0.0,164.0,681.0,0.0,208.0,448,0.0,112,45.0,0.0007574906992766974,13.0
27,1830.0,0.0,560.0,1701.0,0.0,519.0,1731.0,0.0,507.0,20601.0,0.4,5791.0,424.0,0.0,120.0,388.0,0.0,115.0,426.0,0.0,100.0,483.0,0.0,140.0,37,0.0,14,3.0,5.049937995177982e-05,0.0
28,523.0,0.0,166.0,592.0,0.0,176.0,590.0,0.0,152.0,11547.0,0.2,3172.0,36.0,0.0,10.0,41.0,0.0,9.0,55.0,0.0,23.0,42.0,0.0,15.0,5,0.0,0,230.0,0.0038716191296364532,56.0
29,1907.0,0.0,568.0,1958.0,0.0,469.0,2028.0,0.0,564.0,116.0,0.0,30.0,3.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,4.0,2.0,0.0,0.0,236,0.0,116,19307.0,0.32499717624300434,5670.0
30,1017.0,0.0,291.0,880.0,0.0,254.0,831.0,0.0,245.0,5168.0,0.1,1423.0,175.0,0.0,38.0,144.0,0.0,41.0,145.0,0.0,37.0,154.0,0.0,53.0,17465,0.3,5081,12.0,0.0002019975198071193,1.0
31,109.0,0.0,30.0,117.0,0.0,30.0,106.0,0.0,24.0,1516.0,0.0,434.0,13742.0,0.2,3933.0,13645.0,0.3,4008.0,12860.0,0.2,3749.0,12998.0,0.3,3908.0,12,0.0,4,26294.0,0.4426102321506996,7463.0
32,1380.0,0.0,399.0,1401.0,0.0,412.0,1366.0,0.0,398.0,465.0,0.0,142.0,47.0,0.0,10.0,32.0,0.0,4.0,12.0,0.0,3.0,16.0,0.0,4.0,25124,0.4,6910,16375.0,0.27564244890346484,4734.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2121.0,0.0,530.0,21454.0,0.4,6353.0,22137.0,0.4,6348.0,24504.0,0.5,6723.0,24828.0,0.5,7031.0,15520,0.3,4282,380.0,0.0063965881272254445,92.0
34,7722.0,0.1,2174.0,7558.0,0.1,2234.0,8001.0,0.1,2310.0,826.0,0.0,243.0,12321.0,0.2,3601.0,13670.0,0.3,3974.0,14594.0,0.3,3972.0,15507.0,0.3,4404.0,290,0.0,66,164.0,0.002760632770697297,29.0
35,7007.0,0.1,1982.0,6838.0,0.1,2060.0,7099.0,0.1,2113.0,113.0,0.0,30.0,105.0,0.0,23.0,123.0,0.0,28.0,141.0,0.0,42.0,187.0,0.0,47.0,159,0.0,32,162.0,0.0027269665173961103,51.0
36,715.0,0.0,192.0,720.0,0.0,174.0,902.0,0.0,197.0,1222.0,0.0,340.0,5357.0,0.1,1613.0,5671.0,0.1,1686.0,5685.0,0.1,1513.0,5604.0,0.1,1529.0,97,0.0,28,54.0,0.0009089888391320368,12.0
37,1154.0,0.0,356.0,1103.0,0.0,366.0,1161.0,0.0,353.0,0.0,0.0,0.0,1574.0,0.0,469.0,1458.0,0.0,444.0,1445.0,0.0,400.0,1331.0,0.0,379.0,34,0.0,6,6845.0,0.11522275192331097,2030.0
38,1412.0,0.0,400.0,1391.0,0.0,360.0,1493.0,0.0,400.0,7783.0,0.1,2236.0,421.0,0.0,137.0,523.0,0.0,196.0,489.0,0.0,150.0,652.0,0.0,206.0,6261,0.1,1791,1500.0,0.025249689975889913,455.0
39,12023.0,0.2,2834.0,11816.0,0.2,3016.0,10235.0,0.2,2347.0,6902.0,0.1,2013.0,2439.0,0.0,703.0,3264.0,0.1,891.0,3839.0,0.1,1037.0,4464.0,0.1,1312.0,1478,0.0,445,878.0,0.014779485199220897,315.0
40,1400.0,0.0,42.0,1389.0,0.0,52.0,973.0,0.0,85.0,881.0,0.0,223.0,930.0,0.0,263.0,1035.0,0.0,284.0,1173.0,0.0,326.0,1172.0,0.0,320.0,835,0.0,224,3768.0,0.06342722121943546,1085.0
41,12.0,0.0,1.0,10.0,0.0,2.0,13.0,0.0,5.0,990.0,0.0,306.0,174.0,0.0,33.0,186.0,0.0,29.0,197.0,0.0,40.0,233.0,0.0,35.0,3847,0.1,950,3163.0,0.05324317959582653,917.0
42,163.0,0.0,39.0,147.0,0.0,57.0,123.0,0.0,39.0,281.0,0.0,77.0,1321.0,0.0,360.0,1410.0,0.0,416.0,1625.0,0.0,464.0,1863.0,0.0,575.0,3055,0.1,794,2948.0,0.04962405736594897,871.0
43,118.0,0.0,23.0,114.0,0.0,44.0,99.0,0.0,27.0,10923.0,0.2,2873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2901,0.1,744,215.0,0.0036191222298775543,46.0
44,45.0,0.0,16.0,33.0,0.0,13.0,24.0,0.0,12.0,592.0,0.0,45.0,8199.0,0.1,2485.0,7567.0,0.1,2125.0,8808.0,0.2,2408.0,8174.0,0.2,2248.0,154,0.0,50,605.0,0.010184041623608931,168.0
45,256.0,0.0,50.0,229.0,0.0,62.0,209.0,0.0,43.0,12.0,0.0,3.0,7186.0,0.1,2202.0,6588.0,0.1,1884.0,7513.0,0.1,2065.0,6862.0,0.1,1914.0,792,0.0,156,517.0,0.008702726478356723,139.0
46,10192.0,0.2,2702.0,10041.0,0.2,2843.0,8917.0,0.1,2175.0,113.0,0.0,31.0,1013.0,0.0,283.0,979.0,0.0,241.0,1295.0,0.0,343.0,1312.0,0.0,334.0,724,0.0,139,88.0,0.0014813151452522082,29.0
47,955.0,0.0,269.0,993.0,0.0,274.0,946.0,0.0,247.0,98.0,0.0,26.0,934.0,0.0,267.0,900.0,0.0,249.0,1102.0,0.0,343.0,1147.0,0.0,379.0,68,0.0,17,1475.0,0.024828861809625083,393.0
48,208.0,0.0,55.0,103.0,0.0,31.0,100.0,0.0,19.0,15.0,0.0,5.0,220.0,0.0,46.0,254.0,0.0,66.0,347.0,0.0,89.0,344.0,0.0,100.0,1330,0.0,379,141.0,0.002373470857733652,33.0
49,120.0,0.0,31.0,117.0,0.0,27.0,75.0,0.0,21.0,140.0,0.0,32.0,714.0,0.0,221.0,646.0,0.0,183.0,755.0,0.0,254.0,803.0,0.0,279.0,181,0.0,43,1351.0,0.022741554104951517,325.0
50,1210.0,0.0,334.0,1111.0,0.0,261.0,0.0,0.0,0.0,10066.0,0.2,2762.0,12376.0,0.2,3270.0,18138.0,0.3,4964.0,27707.0,0.5,7507.0,51992.0,1.0,14453.0,1286,0.0,382,1345.0,0.022640555345047955,324.0
51,77.0,0.0,35.0,77.0,0.0,32.0,1053.0,0.0,247.0,920.0,0.0,263.0,644.0,0.0,60.0,554.0,0.0,58.0,672.0,0.0,71.0,955.0,0.0,181.0,1278,0.0,380,6.0,0.00010099875990355964,1.0
52,3982.0,0.1,988.0,3753.0,0.1,1137.0,5687.0,0.1,1344.0,94.0,0.0,25.0,32.0,0.0,5.0,10.0,0.0,2.0,14.0,0.0,5.0,15.0,0.0,5.0,8,0.0,2,1.0,1.6833126650593275e-05,0.0
53,2535.0,0.0,666.0,2730.0,0.0,746.0,2807.0,0.0,644.0,46.0,0.0,10.0,125.0,0.0,34.0,102.0,0.0,38.0,145.0,0.0,52.0,160.0,0.0,51.0,0,0.0,0,36.0,0.000605992559421358,6.0
54,9.0,0.0,1.0,12.0,0.0,4.0,2478.0,0.0,585.0,1.0,0.0,0.0,96.0,0.0,24.0,76.0,0.0,27.0,126.0,0.0,44.0,140.0,0.0,42.0,12,0.0,2,8719.0,0.14676803126652277,2341.0
55,506.0,0.0,127.0,548.0,0.0,164.0,218.0,0.0,34.0,1187.0,0.0,341.0,49.0,0.0,10.0,45.0,0.0,17.0,74.0,0.0,21.0,107.0,0.0,32.0,8469,0.2,2307,7176.0,0.12079451684465735,1979.0
56,590.0,0.0,196.0,597.0,0.0,167.0,64.0,0.0,15.0,6512.0,0.1,1733.0,47.0,0.0,14.0,31.0,0.0,10.0,52.0,0.0,23.0,33.0,0.0,10.0,7092,0.1,1990,1543.0,0.025973514421865424,362.0
57,767940.0,12.6,210704.0,765233.0,12.1,213264.0,47.0,0.0,10.0,3293.0,0.1,878.0,29.0,0.0,10.0,26.0,0.0,11.0,19.0,0.0,8.0,20.0,0.0,9.0,1377,0.0,317,1200.0,0.02019975198071193,388.0
58,45475.0,0.7,10903.0,44666.0,0.7,11023.0,37.0,0.0,6.0,2921.0,0.1,791.0,140.0,0.0,31.0,136.0,0.0,32.0,137.0,0.0,21.0,113.0,0.0,27.0,1135,0.0,321,342.0,0.0057569293145029,100.0
59,3165.0,0.1,848.0,3252.0,0.1,902.0,2843.0,0.0,694.0,224.0,0.0,49.0,11435.0,0.2,3140.0,17336.0,0.3,4834.0,26739.0,0.5,7358.0,50206.0,1.0,14007.0,324,0.0,62,858.0,0.01444282266620903,288.0
60,944.0,0.0,200.0,1088.0,0.0,282.0,1056.0,0.0,297.0,85.0,0.0,21.0,1086.0,0.0,311.0,1212.0,0.0,331.0,1923.0,0.0,452.0,3032.0,0.1,675.0,811,0.0,259,61147.0,1.029295195303827,17192.0
61,0.0,0.0,0.0,0.0,0.0,0.0,563.0,0.0,158.0,63.0,0.0,17.0,110.0,0.0,28.0,219.0,0.0,58.0,339.0,0.0,105.0,384.0,0.0,100.0,55996,1.0,15822,566.0,0.009527549684235794,147.0
62,8572.0,0.1,2427.0,9394.0,0.1,2691.0,464.0,0.0,130.0,29.0,0.0,10.0,59.0,0.0,13.0,69.0,0.0,15.0,77.0,0.0,15.0,35.0,0.0,5.0,607,0.0,144,12.0,0.0002019975198071193,6.0
63,2751.0,0.0,699.0,2658.0,0.0,693.0,24.0,0.0,8.0,3190.0,0.1,845.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,9,0.0,3,113.0,0.00190214331151704,39.0
64,244.0,0.0,60.0,203.0,0.0,43.0,50.0,0.0,15.0,1306.0,0.0,390.0,1127.0,0.0,338.0,1583.0,0.0,452.0,2531.0,0.0,672.0,2476.0,0.0,703.0,140,0.0,32,96.0,0.0016159801584569543,28.0
65,193.0,0.0,46.0,148.0,0.0,33.0,25.0,0.0,5.0,734.0,0.0,211.0,7449.0,0.1,1976.0,12262.0,0.2,3441.0,18761.0,0.4,5281.0,39171.0,0.8,11075.0,119,0.0,27,62.0,0.001043653852336783,17.0
66,8.0,0.0,1.0,13.0,0.0,2.0,3.0,0.0,0.0,586.0,0.0,159.0,3955.0,0.1,1064.0,6692.0,0.1,1904.0,9023.0,0.2,2470.0,19078.0,0.4,5406.0,77,0.0,19,34.0,0.0005723263061201714,11.0
67,65.0,0.0,20.0,51.0,0.0,12.0,490.0,0.0,139.0,47.0,0.0,27.0,3440.0,0.1,934.0,5804.0,0.1,1685.0,7624.0,0.1,2098.0,16238.0,0.3,4655.0,42,0.0,8,17.0,0.0002861631530600857,11.0
68,0.0,0.0,0.0,0.0,0.0,0.0,815709.0,12.8,230783.0,50.0,0.0,13.0,319.0,0.0,73.0,652.0,0.0,153.0,990.0,0.0,271.0,2309.0,0.0,592.0,21,0.0,5,129.0,0.0021714733379265324,33.0
69,120.0,0.0,25.0,84.0,0.0,19.0,43009.0,0.7,10648.0,51.0,0.0,12.0,117.0,0.0,35.0,117.0,0.0,30.0,190.0,0.0,47.0,246.0,0.0,66.0,143,0.0,31,59205.0,0.996605263348375,16682.0
70,51.0,0.0,14.0,55.0,0.0,10.0,3173.0,0.0,911.0,13.0,0.0,5.0,79.0,0.0,22.0,119.0,0.0,36.0,219.0,0.0,54.0,285.0,0.0,93.0,54188,1.0,15319,2620.0,0.04410279182455438,701.0
71,3.0,0.0,1.0,5.0,0.0,2.0,1142.0,0.0,321.0,559.0,0.0,174.0,32.0,0.0,10.0,93.0,0.0,10.0,52.0,0.0,12.0,56.0,0.0,18.0,2737,0.0,692,305.0,0.005134103628430949,75.0
72,29.0,0.0,10.0,30.0,0.0,5.0,0.0,0.0,0.0,793915.0,13.8,227235.0,3462.0,0.1,902.0,5477.0,0.1,1527.0,9686.0,0.2,2799.0,20037.0,0.4,5651.0,408,0.0,109,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,9204.0,0.1,2629.0,38849.0,0.7,9962.0,1604.0,0.0,474.0,1991.0,0.0,537.0,3107.0,0.1,833.0,5105.0,0.1,1449.0,2,0.0,0,2238.0,0.03767253744402775,573.0
74,19.0,0.0,3.0,20.0,0.0,3.0,2478.0,0.0,678.0,2760.0,0.0,818.0,895.0,0.0,239.0,1130.0,0.0,317.0,1611.0,0.0,430.0,2451.0,0.0,713.0,2220,0.0,621,45191.0,0.7607058264669607,12787.0
75,3450.0,0.1,985.0,3416.0,0.1,1001.0,164.0,0.0,47.0,1009.0,0.0,269.0,646.0,0.0,170.0,878.0,0.0,249.0,1216.0,0.0,317.0,1911.0,0.0,545.0,42075,0.7,12103,28382.0,0.47775780059713835,7700.0
76,309.0,0.0,68.0,281.0,0.0,77.0,128.0,0.0,30.0,0.0,0.0,0.0,117.0,0.0,26.0,90.0,0.0,24.0,158.0,0.0,42.0,263.0,0.0,75.0,23335,0.4,6403,23178.0,0.39015820950745095,6431.0
77,1086.0,0.0,259.0,1200.0,0.0,291.0,7.0,0.0,1.0,8609.0,0.1,2485.0,54.0,0.0,17.0,74.0,0.0,21.0,106.0,0.0,29.0,125.0,0.0,44.0,19742,0.4,5599,4182.0,0.07039613565278108,1016.0
78,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,9.0,2529.0,0.0,723.0,78.0,0.0,26.0,88.0,0.0,23.0,131.0,0.0,42.0,152.0,0.0,49.0,2824,0.1,601,456.0,0.007675905752670534,116.0
79,559.0,0.0,158.0,671.0,0.0,197.0,0.0,0.0,0.0,139.0,0.0,25.0,10.0,0.0,1.0,20.0,0.0,3.0,18.0,0.0,4.0,14.0,0.0,7.0,334,0.0,88,566.0,0.009527549684235794,137.0
80,815.0,0.0,271.0,628.0,0.0,227.0,74.0,0.0,20.0,100.0,0.0,16.0,699.0,0.0,234.0,841.0,0.0,217.0,1478.0,0.0,399.0,2640.0,0.1,729.0,435,0.0,115,79.0,0.0013298170053968688,24.0
81,105.0,0.0,41.0,89.0,0.0,33.0,36.0,0.0,17.0,3.0,0.0,1.0,787387.0,14.2,225498.0,776795.0,14.3,224320.0,766262.0,14.4,218016.0,737666.0,14.6,213320.0,62,0.0,29,16730.0,0.2816182088644255,5063.0
82,468.0,0.0,146.0,344.0,0.0,120.0,1.0,0.0,1.0,34.0,0.0,5.0,36756.0,0.7,9553.0,36052.0,0.7,9389.0,33872.0,0.6,8582.0,30125.0,0.6,7643.0,18678,0.3,5671,8851.0,0.1489900039844011,2546.0
83,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0,0.0,0.0,0.0,2701.0,0.0,827.0,3261.0,0.1,903.0,2916.0,0.1,855.0,2615.0,0.1,734.0,6746,0.1,1794,5252.0,0.08840758116891588,1499.0
84,242.0,0.0,84.0,195.0,0.0,74.0,0.0,0.0,0.0,63.0,0.0,10.0,836.0,0.0,225.0,988.0,0.0,305.0,956.0,0.0,261.0,816.0,0.0,204.0,3512,0.1,986,4092.0,0.06888115425422768,1185.0
85,681.0,0.0,229.0,636.0,0.0,209.0,17.0,0.0,7.0,39.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2728,0.0,779,665.0,0.011194029222644527,186.0
86,67.0,0.0,20.0,69.0,0.0,25.0,3057.0,0.0,936.0,3.0,0.0,0.0,8306.0,0.1,2389.0,8255.0,0.2,2520.0,7942.0,0.1,2387.0,7101.0,0.1,2103.0,411,0.0,89,251.0,0.004225114789298912,57.0
87,358.0,0.0,128.0,336.0,0.0,109.0,252.0,0.0,62.0,19.0,0.0,3.0,2489.0,0.0,715.0,2642.0,0.0,742.0,2564.0,0.0,736.0,2342.0,0.0,685.0,181,0.0,60,244.0,0.0041072829027447594,71.0
88,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,0.0,264.0,0.0,0.0,0.0,91.0,0.0,36.0,114.0,0.0,19.0,80.0,0.0,16.0,53.0,0.0,19.0,192,0.0,58,23.0,0.00038716191296364535,4.0
89,256.0,0.0,81.0,231.0,0.0,75.0,0.0,0.0,0.0,17.0,0.0,6.0,60.0,0.0,22.0,87.0,0.0,15.0,58.0,0.0,11.0,28.0,0.0,12.0,24,0.0,7,3576.0,0.06019526090252156,1043.0
90,118.0,0.0,42.0,110.0,0.0,46.0,576.0,0.0,158.0,2951.0,0.1,813.0,4.0,0.0,2.0,11.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,3210,0.1,801,1079.0,0.018162943655990145,277.0
91,116.0,0.0,41.0,108.0,0.0,46.0,633.0,0.0,218.0,212.0,0.0,37.0,13.0,0.0,4.0,20.0,0.0,4.0,26.0,0.0,3.0,6.0,0.0,2.0,877,0.0,285,43.0,0.0007238244459755108,8.0
92,56.0,0.0,17.0,54.0,0.0,23.0,78.0,0.0,27.0,988.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,8,941783.0,15.853152516375687,268869.0
93,47.0,0.0,20.0,42.0,0.0,17.0,352.0,0.0,118.0,0.0,0.0,0.0,43.0,0.0,16.0,56.0,0.0,10.0,27.0,0.0,7.0,21.0,0.0,9.0,867699,15.4,251409,44857.0,0.7550835621656625,10670.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,146.0,31.0,0.0,14.0,27.0,0.0,4.0,22.0,0.0,5.0,25.0,0.0,7.0,38195,0.7,9304,4399.0,0.07404892413595981,1105.0
95,13.0,0.0,4.0,12.0,0.0,6.0,203.0,0.0,73.0,591.0,0.0,202.0,1.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,3572,0.1,973,1342.0,0.022590055965096178,293.0
96,2.0,0.0,1.0,2.0,0.0,0.0,571.0,0.0,234.0,68.0,0.0,31.0,18.0,0.0,8.0,15.0,0.0,3.0,10.0,0.0,3.0,14.0,0.0,3.0,1047,0.0,275,1.0,1.6833126650593275e-05,0.0
97,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0.0,26.0,331.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,10685.0,0.17986195826158916,2898.0
98,2.0,0.0,1.0,1.0,0.0,0.0,269.0,0.0,110.0,0.0,0.0,0.0,12.0,0.0,6.0,8.0,0.0,0.0,9.0,0.0,2.0,7.0,0.0,3.0,8917,0.2,2549,3459.0,0.05822578508440214,886.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,80.0,2687.0,0.0,802.0,2467.0,0.0,627.0,2177.0,0.0,621.0,1531.0,0.0,444.0,2794,0.0,769,55.0,0.0009258219657826302,28.0
100,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,98.0,620.0,0.0,205.0,227.0,0.0,46.0,185.0,0.0,45.0,211.0,0.0,40.0,116.0,0.0,27.0,73,0.0,25,32.0,0.0005386600528189848,16.0
101,247.0,0.0,48.0,263.0,0.0,59.0,87.0,0.0,30.0,52.0,0.0,15.0,826.0,0.0,188.0,840.0,0.0,171.0,669.0,0.0,161.0,472.0,0.0,100.0,42,0.0,9,3.0,5.049937995177982e-05,3.0
102,130.0,0.0,29.0,146.0,0.0,34.0,84.0,0.0,30.0,342.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,11.0,0.00018516439315652603,2.0
103,117.0,0.0,19.0,117.0,0.0,25.0,41.0,0.0,14.0,0.0,0.0,0.0,496.0,0.0,156.0,482.0,0.0,132.0,454.0,0.0,129.0,332.0,0.0,95.0,13,0.0,1,0.0,0.0,0.0
104,2599.0,0.0,603.0,2422.0,0.0,569.0,39.0,0.0,16.0,226.0,0.0,79.0,511.0,0.0,199.0,373.0,0.0,93.0,263.0,0.0,88.0,94.0,0.0,37.0,0,0.0,0,18.0,0.000302996279710679,11.0
105,2460.0,0.0,571.0,2223.0,0.0,524.0,0.0,0.0,0.0,76.0,0.0,22.0,64.0,0.0,19.0,38.0,0.0,9.0,32.0,0.0,13.0,16.0,0.0,5.0,26,0.0,8,23.0,0.00038716191296364535,12.0
