Tabelle: 12711-0002
Total migration across the borders of the Länder: Germany,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
years, nationality, sex, age years;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migration statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Germany;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Germans;;;;;;;;;;;;;;;;;;Foreigners;;;;;;;;;;;;;;;;;;Total;;;;;;;;;;;;;;;;;
;;Male;;;;;;Female;;;;;;Total;;;;;;Male;;;;;;Female;;;;;;Total;;;;;;Male;;;;;;Female;;;;;;Total;;;;;
;;Arrivals;;Departures;;Migration balance;;Arrivals;;Departures;;Migration balance;;Arrivals;;Departures;;Migration balance;;Arrivals;;Departures;;Migration balance;;Arrivals;;Departures;;Migration balance;;Arrivals;;Departures;;Migration balance;;Arrivals;;Departures;;Migration balance;;Arrivals;;Departures;;Migration balance;;Arrivals;;Departures;;Migration balance;
;;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number
;87 years;362;e;382;e;-20;e;1137;e;1180;e;-43;e;1499;e;1562;e;-63;e;27;e;50;e;-23;e;78;e;79;e;-1;e;105;e;129;e;-24;e;389;e;432;e;-43;e;1215;e;1259;e;-44;e;1604;e;1691;e;-87;e
;88 years;306;e;324;e;-18;e;1154;e;1176;e;-22;e;1460;e;1500;e;-40;e;19;e;30;e;-11;e;53;e;49;e;4;e;72;e;79;e;-7;e;325;e;354;e;-29;e;1207;e;1225;e;-18;e;1532;e;1579;e;-47;e
;89 years;277;e;284;e;-7;e;1083;e;1102;e;-19;e;1360;e;1386;e;-26;e;18;e;31;e;-13;e;54;e;52;e;2;e;72;e;83;e;-11;e;295;e;315;e;-20;e;1137;e;1154;e;-17;e;1432;e;1469;e;-37;e
;90 years;264;e;272;e;-8;e;994;e;1031;e;-37;e;1258;e;1303;e;-45;e;14;e;37;e;-23;e;27;e;43;e;-16;e;41;e;80;e;-39;e;278;e;309;e;-31;e;1021;e;1074;e;-53;e;1299;e;1383;e;-84;e
;91 years;236;e;248;e;-12;e;823;e;841;e;-18;e;1059;e;1089;e;-30;e;20;e;27;e;-7;e;37;e;31;e;6;e;57;e;58;e;-1;e;256;e;275;e;-19;e;860;e;872;e;-12;e;1116;e;1147;e;-31;e
;92 years;125;e;128;e;-3;e;505;e;519;e;-14;e;630;e;647;e;-17;e;11;e;13;e;-2;e;21;e;28;e;-7;e;32;e;41;e;-9;e;136;e;141;e;-5;e;526;e;547;e;-21;e;662;e;688;e;-26;e
;93 years;54;e;60;e;-6;e;251;e;257;e;-6;e;305;e;317;e;-12;e;5;e;9;e;-4;e;12;e;14;e;-2;e;17;e;23;e;-6;e;59;e;69;e;-10;e;263;e;271;e;-8;e;322;e;340;e;-18;e
;94 years;48;e;49;e;-1;e;225;e;231;e;-6;e;273;e;280;e;-7;e;7;e;4;e;3;e;10;e;9;e;1;e;17;e;13;e;4;e;55;e;53;e;2;e;235;e;240;e;-5;e;290;e;293;e;-3;e
;95 years and over;176;e;185;e;-9;e;749;e;782;e;-33;e;925;e;967;e;-42;e;6;e;38;e;-32;e;28;e;74;e;-46;e;34;e;112;e;-78;e;182;e;223;e;-41;e;777;e;856;e;-79;e;959;e;1079;e;-120;e
;Total;549262;e;558987;e;-9725;e;542363;e;556166;e;-13803;e;1091625;e;1115153;e;-23528;e;591362;e;421163;e;170199;e;388482;e;255823;e;132659;e;979844;e;676986;e;302858;e;1140624;e;980150;e;160474;e;930845;e;811989;e;118856;e;2071469;e;1792139;e;279330;e
2012;under 1 year;4132;e;3370;e;762;e;3821;e;3064;e;757;e;7953;e;6434;e;1519;e;2049;e;715;e;1334;e;1921;e;679;e;1242;e;3970;e;1394;e;2576;e;6181;e;4085;e;2096;e;5742;e;3743;e;1999;e;11923;e;7828;e;4095;e
;1 year;8108;e;7620;e;488;e;7569;e;7155;e;414;e;15677;e;14775;e;902;e;4663;e;1860;e;2803;e;4273;e;1801;e;2472;e;8936;e;3661;e;5275;e;12771;e;9480;e;3291;e;11842;e;8956;e;2886;e;24613;e;18436;e;6177;e
;2 years;6824;e;6723;e;101;e;6411;e;6326;e;85;e;13235;e;13049;e;186;e;4729;e;1983;e;2746;e;4290;e;1917;e;2373;e;9019;e;3900;e;5119;e;11553;e;8706;e;2847;e;10701;e;8243;e;2458;e;22254;e;16949;e;5305;e
;3 years;6012;e;6107;e;-95;e;5561;e;5611;e;-50;e;11573;e;11718;e;-145;e;4430;e;1940;e;2490;e;4125;e;1791;e;2334;e;8555;e;3731;e;4824;e;10442;e;8047;e;2395;e;9686;e;7402;e;2284;e;20128;e;15449;e;4679;e
;4 years;5165;e;5335;e;-170;e;4828;e;5009;e;-181;e;9993;e;10344;e;-351;e;4054;e;1866;e;2188;e;3913;e;1767;e;2146;e;7967;e;3633;e;4334;e;9219;e;7201;e;2018;e;8741;e;6776;e;1965;e;17960;e;13977;e;3983;e
;5 years;4621;e;4932;e;-311;e;4447;e;4691;e;-244;e;9068;e;9623;e;-555;e;3854;e;1736;e;2118;e;3606;e;1659;e;1947;e;7460;e;3395;e;4065;e;8475;e;6668;e;1807;e;8053;e;6350;e;1703;e;16528;e;13018;e;3510;e
;6 years;4359;e;4831;e;-472;e;4238;e;4656;e;-418;e;8597;e;9487;e;-890;e;3562;e;1761;e;1801;e;3199;e;1641;e;1558;e;6761;e;3402;e;3359;e;7921;e;6592;e;1329;e;7437;e;6297;e;1140;e;15358;e;12889;e;2469;e
;7 years;3672;e;3869;e;-197;e;3546;e;3717;e;-171;e;7218;e;7586;e;-368;e;3269;e;1514;e;1755;e;2889;e;1331;e;1558;e;6158;e;2845;e;3313;e;6941;e;5383;e;1558;e;6435;e;5048;e;1387;e;13376;e;10431;e;2945;e
;8 years;3355;e;3428;e;-73;e;3370;e;3507;e;-137;e;6725;e;6935;e;-210;e;3017;e;1372;e;1645;e;2765;e;1259;e;1506;e;5782;e;2631;e;3151;e;6372;e;4800;e;1572;e;6135;e;4766;e;1369;e;12507;e;9566;e;2941;e
;9 years;3257;e;3256;e;1;e;2992;e;3035;e;-43;e;6249;e;6291;e;-42;e;2920;e;1189;e;1731;e;2675;e;1150;e;1525;e;5595;e;2339;e;3256;e;6177;e;4445;e;1732;e;5667;e;4185;e;1482;e;11844;e;8630;e;3214;e
;10 years;3306;e;3331;e;-25;e;3203;e;3257;e;-54;e;6509;e;6588;e;-79;e;2814;e;1209;e;1605;e;2510;e;1053;e;1457;e;5324;e;2262;e;3062;e;6120;e;4540;e;1580;e;5713;e;4310;e;1403;e;11833;e;8850;e;2983;e
;11 years;3045;e;3089;e;-44;e;2970;e;2963;e;7;e;6015;e;6052;e;-37;e;2671;e;1114;e;1557;e;2452;e;1069;e;1383;e;5123;e;2183;e;2940;e;5716;e;4203;e;1513;e;5422;e;4032;e;1390;e;11138;e;8235;e;2903;e
;12 years;3135;e;3116;e;19;e;2846;e;2854;e;-8;e;5981;e;5970;e;11;e;2833;e;1141;e;1692;e;2552;e;1049;e;1503;e;5385;e;2190;e;3195;e;5968;e;4257;e;1711;e;5398;e;3903;e;1495;e;11366;e;8160;e;3206;e
;13 years;2709;e;2724;e;-15;e;2581;e;2565;e;16;e;5290;e;5289;e;1;e;2732;e;1218;e;1514;e;2493;e;1064;e;1429;e;5225;e;2282;e;2943;e;5441;e;3942;e;1499;e;5074;e;3629;e;1445;e;10515;e;7571;e;2944;e
;14 years;2681;e;2675;e;6;e;2618;e;2663;e;-45;e;5299;e;5338;e;-39;e;2665;e;1177;e;1488;e;2433;e;1060;e;1373;e;5098;e;2237;e;2861;e;5346;e;3852;e;1494;e;5051;e;3723;e;1328;e;10397;e;7575;e;2822;e
;15 years;2671;e;2613;e;58;e;2663;e;2665;e;-2;e;5334;e;5278;e;56;e;3036;e;1194;e;1842;e;2533;e;1140;e;1393;e;5569;e;2334;e;3235;e;5707;e;3807;e;1900;e;5196;e;3805;e;1391;e;10903;e;7612;e;3291;e
;16 years;2864;e;2797;e;67;e;3022;e;2991;e;31;e;5886;e;5788;e;98;e;3909;e;1435;e;2474;e;3277;e;1524;e;1753;e;7186;e;2959;e;4227;e;6773;e;4232;e;2541;e;6299;e;4515;e;1784;e;13072;e;8747;e;4325;e
;17 years;3169;e;3011;e;158;e;3536;e;3430;e;106;e;6705;e;6441;e;264;e;4078;e;1783;e;2295;e;3412;e;1790;e;1622;e;7490;e;3573;e;3917;e;7247;e;4794;e;2453;e;6948;e;5220;e;1728;e;14195;e;10014;e;4181;e
;18 years;6335;e;5944;e;391;e;8312;e;8013;e;299;e;14647;e;13957;e;690;e;6946;e;3061;e;3885;e;6403;e;3156;e;3247;e;13349;e;6217;e;7132;e;13281;e;9005;e;4276;e;14715;e;11169;e;3546;e;27996;e;20174;e;7822;e
;19 years;11872;e;11451;e;421;e;16882;e;16615;e;267;e;28754;e;28066;e;688;e;12318;e;5724;e;6594;e;11836;e;5346;e;6490;e;24154;e;11070;e;13084;e;24190;e;17175;e;7015;e;28718;e;21961;e;6757;e;52908;e;39136;e;13772;e
;20 years;15856;e;15555;e;301;e;21561;e;21502;e;59;e;37417;e;37057;e;360;e;16731;e;8871;e;7860;e;15947;e;7844;e;8103;e;32678;e;16715;e;15963;e;32587;e;24426;e;8161;e;37508;e;29346;e;8162;e;70095;e;53772;e;16323;e
;21 years;17184;e;17141;e;43;e;21677;e;21766;e;-89;e;38861;e;38907;e;-46;e;20597;e;12186;e;8411;e;19272;e;11246;e;8026;e;39869;e;23432;e;16437;e;37781;e;29327;e;8454;e;40949;e;33012;e;7937;e;78730;e;62339;e;16391;e
;22 years;18835;e;18818;e;17;e;22867;e;23042;e;-175;e;41702;e;41860;e;-158;e;23281;e;14115;e;9166;e;21428;e;13149;e;8279;e;44709;e;27264;e;17445;e;42116;e;32933;e;9183;e;44295;e;36191;e;8104;e;86411;e;69124;e;17287;e
;23 years;19303;e;19332;e;-29;e;23873;e;24205;e;-332;e;43176;e;43537;e;-361;e;25477;e;15410;e;10067;e;21633;e;12699;e;8934;e;47110;e;28109;e;19001;e;44780;e;34742;e;10038;e;45506;e;36904;e;8602;e;90286;e;71646;e;18640;e
;24 years;21335;e;21457;e;-122;e;24967;e;25550;e;-583;e;46302;e;47007;e;-705;e;26245;e;16215;e;10030;e;20814;e;12615;e;8199;e;47059;e;28830;e;18229;e;47580;e;37672;e;9908;e;45781;e;38165;e;7616;e;93361;e;75837;e;17524;e
;25 years;21922;e;22238;e;-316;e;24733;e;25554;e;-821;e;46655;e;47792;e;-1137;e;25959;e;16338;e;9621;e;18861;e;11231;e;7630;e;44820;e;27569;e;17251;e;47881;e;38576;e;9305;e;43594;e;36785;e;6809;e;91475;e;75361;e;16114;e
;26 years;22195;e;22733;e;-538;e;23653;e;24544;e;-891;e;45848;e;47277;e;-1429;e;25238;e;15971;e;9267;e;17044;e;10108;e;6936;e;42282;e;26079;e;16203;e;47433;e;38704;e;8729;e;40697;e;34652;e;6045;e;88130;e;73356;e;14774;e
;27 years;20384;e;20949;e;-565;e;21031;e;21882;e;-851;e;41415;e;42831;e;-1416;e;24499;e;15902;e;8597;e;15752;e;9361;e;6391;e;40251;e;25263;e;14988;e;44883;e;36851;e;8032;e;36783;e;31243;e;5540;e;81666;e;68094;e;13572;e
;28 years;19113;e;19696;e;-583;e;18355;e;19212;e;-857;e;37468;e;38908;e;-1440;e;23732;e;15684;e;8048;e;14427;e;8739;e;5688;e;38159;e;24423;e;13736;e;42845;e;35380;e;7465;e;32782;e;27951;e;4831;e;75627;e;63331;e;12296;e
;29 years;17849;e;18404;e;-555;e;16477;e;17324;e;-847;e;34326;e;35728;e;-1402;e;22392;e;15236;e;7156;e;13371;e;8142;e;5229;e;35763;e;23378;e;12385;e;40241;e;33640;e;6601;e;29848;e;25466;e;4382;e;70089;e;59106;e;10983;e
;30 years;16601;e;17218;e;-617;e;14742;e;15552;e;-810;e;31343;e;32770;e;-1427;e;22014;e;15357;e;6657;e;12579;e;7789;e;4790;e;34593;e;23146;e;11447;e;38615;e;32575;e;6040;e;27321;e;23341;e;3980;e;65936;e;55916;e;10020;e
;31 years;15141;e;15667;e;-526;e;13303;e;13991;e;-688;e;28444;e;29658;e;-1214;e;20675;e;14380;e;6295;e;11577;e;7158;e;4419;e;32252;e;21538;e;10714;e;35816;e;30047;e;5769;e;24880;e;21149;e;3731;e;60696;e;51196;e;9500;e
;32 years;13825;e;14285;e;-460;e;11895;e;12347;e;-452;e;25720;e;26632;e;-912;e;20174;e;14604;e;5570;e;10905;e;6767;e;4138;e;31079;e;21371;e;9708;e;33999;e;28889;e;5110;e;22800;e;19114;e;3686;e;56799;e;48003;e;8796;e
;33 years;12139;e;12539;e;-400;e;10021;e;10399;e;-378;e;22160;e;22938;e;-778;e;19184;e;13667;e;5517;e;9856;e;6197;e;3659;e;29040;e;19864;e;9176;e;31323;e;26206;e;5117;e;19877;e;16596;e;3281;e;51200;e;42802;e;8398;e
;34 years;11013;e;11313;e;-300;e;8618;e;8953;e;-335;e;19631;e;20266;e;-635;e;18099;e;13247;e;4852;e;9189;e;5861;e;3328;e;27288;e;19108;e;8180;e;29112;e;24560;e;4552;e;17807;e;14814;e;2993;e;46919;e;39374;e;7545;e
;35 years;9779;e;10080;e;-301;e;7621;e;7989;e;-368;e;17400;e;18069;e;-669;e;17623;e;12962;e;4661;e;8720;e;5533;e;3187;e;26343;e;18495;e;7848;e;27402;e;23042;e;4360;e;16341;e;13522;e;2819;e;43743;e;36564;e;7179;e
;36 years;8836;e;9193;e;-357;e;6992;e;7353;e;-361;e;15828;e;16546;e;-718;e;17163;e;12533;e;4630;e;8220;e;5265;e;2955;e;25383;e;17798;e;7585;e;25999;e;21726;e;4273;e;15212;e;12618;e;2594;e;41211;e;34344;e;6867;e
;37 years;7679;e;7973;e;-294;e;5825;e;6130;e;-305;e;13504;e;14103;e;-599;e;16679;e;12161;e;4518;e;7920;e;4978;e;2942;e;24599;e;17139;e;7460;e;24358;e;20134;e;4224;e;13745;e;11108;e;2637;e;38103;e;31242;e;6861;e
;38 years;7041;e;7357;e;-316;e;5282;e;5576;e;-294;e;12323;e;12933;e;-610;e;15887;e;11906;e;3981;e;7508;e;4798;e;2710;e;23395;e;16704;e;6691;e;22928;e;19263;e;3665;e;12790;e;10374;e;2416;e;35718;e;29637;e;6081;e
;39 years;6371;e;6579;e;-208;e;4840;e;5043;e;-203;e;11211;e;11622;e;-411;e;14418;e;10705;e;3713;e;7012;e;4390;e;2622;e;21430;e;15095;e;6335;e;20789;e;17284;e;3505;e;11852;e;9433;e;2419;e;32641;e;26717;e;5924;e
;40 years;6575;e;6741;e;-166;e;4816;e;4977;e;-161;e;11391;e;11718;e;-327;e;14030;e;10544;e;3486;e;6682;e;4244;e;2438;e;20712;e;14788;e;5924;e;20605;e;17285;e;3320;e;11498;e;9221;e;2277;e;32103;e;26506;e;5597;e
;41 years;6711;e;6855;e;-144;e;4869;e;5067;e;-198;e;11580;e;11922;e;-342;e;13620;e;9969;e;3651;e;6361;e;4161;e;2200;e;19981;e;14130;e;5851;e;20331;e;16824;e;3507;e;11230;e;9228;e;2002;e;31561;e;26052;e;5509;e
;42 years;6437;e;6506;e;-69;e;4718;e;4893;e;-175;e;11155;e;11399;e;-244;e;13045;e;9913;e;3132;e;6238;e;4009;e;2229;e;19283;e;13922;e;5361;e;19482;e;16419;e;3063;e;10956;e;8902;e;2054;e;30438;e;25321;e;5117;e
;43 years;6355;e;6463;e;-108;e;4748;e;4848;e;-100;e;11103;e;11311;e;-208;e;12525;e;9397;e;3128;e;5827;e;3966;e;1861;e;18352;e;13363;e;4989;e;18880;e;15860;e;3020;e;10575;e;8814;e;1761;e;29455;e;24674;e;4781;e
;44 years;6547;e;6603;e;-56;e;4752;e;4820;e;-68;e;11299;e;11423;e;-124;e;11930;e;9116;e;2814;e;5745;e;3791;e;1954;e;17675;e;12907;e;4768;e;18477;e;15719;e;2758;e;10497;e;8611;e;1886;e;28974;e;24330;e;4644;e
;45 years;6505;e;6576;e;-71;e;4768;e;4857;e;-89;e;11273;e;11433;e;-160;e;11072;e;8588;e;2484;e;5390;e;3493;e;1897;e;16462;e;12081;e;4381;e;17577;e;15164;e;2413;e;10158;e;8350;e;1808;e;27735;e;23514;e;4221;e
;46 years;6243;e;6395;e;-152;e;4773;e;4877;e;-104;e;11016;e;11272;e;-256;e;9525;e;7243;e;2282;e;4568;e;3036;e;1532;e;14093;e;10279;e;3814;e;15768;e;13638;e;2130;e;9341;e;7913;e;1428;e;25109;e;21551;e;3558;e
;47 years;5944;e;5988;e;-44;e;4728;e;4828;e;-100;e;10672;e;10816;e;-144;e;9037;e;7189;e;1848;e;4327;e;2989;e;1338;e;13364;e;10178;e;3186;e;14981;e;13177;e;1804;e;9055;e;7817;e;1238;e;24036;e;20994;e;3042;e
;48 years;5706;e;5731;e;-25;e;4516;e;4626;e;-110;e;10222;e;10357;e;-135;e;8664;e;6783;e;1881;e;4217;e;2832;e;1385;e;12881;e;9615;e;3266;e;14370;e;12514;e;1856;e;8733;e;7458;e;1275;e;23103;e;19972;e;3131;e
;49 years;5532;e;5581;e;-49;e;4539;e;4652;e;-113;e;10071;e;10233;e;-162;e;8004;e;6396;e;1608;e;4089;e;2933;e;1156;e;12093;e;9329;e;2764;e;13536;e;11977;e;1559;e;8628;e;7585;e;1043;e;22164;e;19562;e;2602;e
;50 years;4964;e;5001;e;-37;e;4172;e;4231;e;-59;e;9136;e;9232;e;-96;e;7452;e;5928;e;1524;e;3852;e;2725;e;1127;e;11304;e;8653;e;2651;e;12416;e;10929;e;1487;e;8024;e;6956;e;1068;e;20440;e;17885;e;2555;e
;51 years;4622;e;4728;e;-106;e;3965;e;3959;e;6;e;8587;e;8687;e;-100;e;6966;e;5522;e;1444;e;3476;e;2458;e;1018;e;10442;e;7980;e;2462;e;11588;e;10250;e;1338;e;7441;e;6417;e;1024;e;19029;e;16667;e;2362;e
;52 years;4249;e;4371;e;-122;e;3670;e;3618;e;52;e;7919;e;7989;e;-70;e;6746;e;5326;e;1420;e;3517;e;2592;e;925;e;10263;e;7918;e;2345;e;10995;e;9697;e;1298;e;7187;e;6210;e;977;e;18182;e;15907;e;2275;e
;53 years;4031;e;4029;e;2;e;3374;e;3395;e;-21;e;7405;e;7424;e;-19;e;5863;e;4754;e;1109;e;3160;e;2344;e;816;e;9023;e;7098;e;1925;e;9894;e;8783;e;1111;e;6534;e;5739;e;795;e;16428;e;14522;e;1906;e
;54 years;3604;e;3587;e;17;e;3023;e;2989;e;34;e;6627;e;6576;e;51;e;5550;e;4604;e;946;e;2901;e;2212;e;689;e;8451;e;6816;e;1635;e;9154;e;8191;e;963;e;5924;e;5201;e;723;e;15078;e;13392;e;1686;e
;55 years;3171;e;3155;e;16;e;2803;e;2798;e;5;e;5974;e;5953;e;21;e;4950;e;4014;e;936;e;2749;e;2046;e;703;e;7699;e;6060;e;1639;e;8121;e;7169;e;952;e;5552;e;4844;e;708;e;13673;e;12013;e;1660;e
;56 years;3006;e;3012;e;-6;e;2665;e;2670;e;-5;e;5671;e;5682;e;-11;e;4473;e;3657;e;816;e;2456;e;1911;e;545;e;6929;e;5568;e;1361;e;7479;e;6669;e;810;e;5121;e;4581;e;540;e;12600;e;11250;e;1350;e
;57 years;2848;e;2841;e;7;e;2485;e;2489;e;-4;e;5333;e;5330;e;3;e;3915;e;3319;e;596;e;2139;e;1759;e;380;e;6054;e;5078;e;976;e;6763;e;6160;e;603;e;4624;e;4248;e;376;e;11387;e;10408;e;979;e
;58 years;2670;e;2683;e;-13;e;2366;e;2355;e;11;e;5036;e;5038;e;-2;e;3193;e;2800;e;393;e;1961;e;1619;e;342;e;5154;e;4419;e;735;e;5863;e;5483;e;380;e;4327;e;3974;e;353;e;10190;e;9457;e;733;e
;59 years;2534;e;2545;e;-11;e;2321;e;2329;e;-8;e;4855;e;4874;e;-19;e;2544;e;2332;e;212;e;1748;e;1477;e;271;e;4292;e;3809;e;483;e;5078;e;4877;e;201;e;4069;e;3806;e;263;e;9147;e;8683;e;464;e
;60 years;2562;e;2552;e;10;e;2379;e;2385;e;-6;e;4941;e;4937;e;4;e;2109;e;2051;e;58;e;1535;e;1452;e;83;e;3644;e;3503;e;141;e;4671;e;4603;e;68;e;3914;e;3837;e;77;e;8585;e;8440;e;145;e
;61 years;2462;e;2466;e;-4;e;2539;e;2534;e;5;e;5001;e;5000;e;1;e;1676;e;1574;e;102;e;1373;e;1296;e;77;e;3049;e;2870;e;179;e;4138;e;4040;e;98;e;3912;e;3830;e;82;e;8050;e;7870;e;180;e
;62 years;2434;e;2487;e;-53;e;2388;e;2383;e;5;e;4822;e;4870;e;-48;e;1499;e;1417;e;82;e;1286;e;1319;e;-33;e;2785;e;2736;e;49;e;3933;e;3904;e;29;e;3674;e;3702;e;-28;e;7607;e;7606;e;1;e
;63 years;2559;e;2646;e;-87;e;2426;e;2434;e;-8;e;4985;e;5080;e;-95;e;1183;e;1431;e;-248;e;1163;e;1220;e;-57;e;2346;e;2651;e;-305;e;3742;e;4077;e;-335;e;3589;e;3654;e;-65;e;7331;e;7731;e;-400;e
;64 years;2266;e;2311;e;-45;e;2057;e;2045;e;12;e;4323;e;4356;e;-33;e;1065;e;1259;e;-194;e;1061;e;1109;e;-48;e;2126;e;2368;e;-242;e;3331;e;3570;e;-239;e;3118;e;3154;e;-36;e;6449;e;6724;e;-275;e
;65 years;2512;e;2506;e;6;e;1948;e;1982;e;-34;e;4460;e;4488;e;-28;e;987;e;1371;e;-384;e;914;e;1073;e;-159;e;1901;e;2444;e;-543;e;3499;e;3877;e;-378;e;2862;e;3055;e;-193;e;6361;e;6932;e;-571;e
;66 years;1813;e;1878;e;-65;e;1575;e;1610;e;-35;e;3388;e;3488;e;-100;e;840;e;1192;e;-352;e;828;e;934;e;-106;e;1668;e;2126;e;-458;e;2653;e;3070;e;-417;e;2403;e;2544;e;-141;e;5056;e;5614;e;-558;e
;67 years;1468;e;1496;e;-28;e;1284;e;1338;e;-54;e;2752;e;2834;e;-82;e;653;e;922;e;-269;e;639;e;732;e;-93;e;1292;e;1654;e;-362;e;2121;e;2418;e;-297;e;1923;e;2070;e;-147;e;4044;e;4488;e;-444;e
;68 years;1819;e;1874;e;-55;e;1605;e;1618;e;-13;e;3424;e;3492;e;-68;e;534;e;801;e;-267;e;555;e;692;e;-137;e;1089;e;1493;e;-404;e;2353;e;2675;e;-322;e;2160;e;2310;e;-150;e;4513;e;4985;e;-472;e
;69 years;1694;e;1732;e;-38;e;1530;e;1596;e;-66;e;3224;e;3328;e;-104;e;534;e;752;e;-218;e;470;e;545;e;-75;e;1004;e;1297;e;-293;e;2228;e;2484;e;-256;e;2000;e;2141;e;-141;e;4228;e;4625;e;-397;e
;70 years;1598;e;1620;e;-22;e;1464;e;1478;e;-14;e;3062;e;3098;e;-36;e;539;e;759;e;-220;e;478;e;582;e;-104;e;1017;e;1341;e;-324;e;2137;e;2379;e;-242;e;1942;e;2060;e;-118;e;4079;e;4439;e;-360;e
;71 years;1686;e;1725;e;-39;e;1643;e;1686;e;-43;e;3329;e;3411;e;-82;e;396;e;630;e;-234;e;439;e;521;e;-82;e;835;e;1151;e;-316;e;2082;e;2355;e;-273;e;2082;e;2207;e;-125;e;4164;e;4562;e;-398;e
;72 years;1573;e;1580;e;-7;e;1632;e;1656;e;-24;e;3205;e;3236;e;-31;e;445;e;668;e;-223;e;467;e;566;e;-99;e;912;e;1234;e;-322;e;2018;e;2248;e;-230;e;2099;e;2222;e;-123;e;4117;e;4470;e;-353;e
;73 years;1341;e;1405;e;-64;e;1577;e;1611;e;-34;e;2918;e;3016;e;-98;e;340;e;592;e;-252;e;404;e;494;e;-90;e;744;e;1086;e;-342;e;1681;e;1997;e;-316;e;1981;e;2105;e;-124;e;3662;e;4102;e;-440;e
;74 years;1297;e;1317;e;-20;e;1425;e;1467;e;-42;e;2722;e;2784;e;-62;e;323;e;576;e;-253;e;355;e;411;e;-56;e;678;e;987;e;-309;e;1620;e;1893;e;-273;e;1780;e;1878;e;-98;e;3400;e;3771;e;-371;e
;75 years;1068;e;1120;e;-52;e;1350;e;1355;e;-5;e;2418;e;2475;e;-57;e;278;e;496;e;-218;e;284;e;390;e;-106;e;562;e;886;e;-324;e;1346;e;1616;e;-270;e;1634;e;1745;e;-111;e;2980;e;3361;e;-381;e
;76 years;962;e;986;e;-24;e;1284;e;1330;e;-46;e;2246;e;2316;e;-70;e;255;e;427;e;-172;e;273;e;357;e;-84;e;528;e;784;e;-256;e;1217;e;1413;e;-196;e;1557;e;1687;e;-130;e;2774;e;3100;e;-326;e
;77 years;881;e;925;e;-44;e;1279;e;1307;e;-28;e;2160;e;2232;e;-72;e;191;e;361;e;-170;e;233;e;314;e;-81;e;424;e;675;e;-251;e;1072;e;1286;e;-214;e;1512;e;1621;e;-109;e;2584;e;2907;e;-323;e
;78 years;770;e;804;e;-34;e;1247;e;1272;e;-25;e;2017;e;2076;e;-59;e;182;e;339;e;-157;e;260;e;303;e;-43;e;442;e;642;e;-200;e;952;e;1143;e;-191;e;1507;e;1575;e;-68;e;2459;e;2718;e;-259;e
;79 years;614;e;638;e;-24;e;1041;e;1062;e;-21;e;1655;e;1700;e;-45;e;168;e;307;e;-139;e;174;e;256;e;-82;e;342;e;563;e;-221;e;782;e;945;e;-163;e;1215;e;1318;e;-103;e;1997;e;2263;e;-266;e
;80 years;547;e;576;e;-29;e;957;e;994;e;-37;e;1504;e;1570;e;-66;e;124;e;246;e;-122;e;219;e;288;e;-69;e;343;e;534;e;-191;e;671;e;822;e;-151;e;1176;e;1282;e;-106;e;1847;e;2104;e;-257;e
;81 years;531;e;562;e;-31;e;1114;e;1135;e;-21;e;1645;e;1697;e;-52;e;111;e;190;e;-79;e;148;e;196;e;-48;e;259;e;386;e;-127;e;642;e;752;e;-110;e;1262;e;1331;e;-69;e;1904;e;2083;e;-179;e
;82 years;600;e;629;e;-29;e;1180;e;1218;e;-38;e;1780;e;1847;e;-67;e;88;e;155;e;-67;e;149;e;194;e;-45;e;237;e;349;e;-112;e;688;e;784;e;-96;e;1329;e;1412;e;-83;e;2017;e;2196;e;-179;e
;83 years;603;e;636;e;-33;e;1272;e;1301;e;-29;e;1875;e;1937;e;-62;e;97;e;136;e;-39;e;142;e;155;e;-13;e;239;e;291;e;-52;e;700;e;772;e;-72;e;1414;e;1456;e;-42;e;2114;e;2228;e;-114;e
;84 years;589;e;620;e;-31;e;1256;e;1294;e;-38;e;1845;e;1914;e;-69;e;51;e;95;e;-44;e;119;e;131;e;-12;e;170;e;226;e;-56;e;640;e;715;e;-75;e;1375;e;1425;e;-50;e;2015;e;2140;e;-125;e
;85 years;500;e;520;e;-20;e;1154;e;1189;e;-35;e;1654;e;1709;e;-55;e;64;e;106;e;-42;e;90;e;112;e;-22;e;154;e;218;e;-64;e;564;e;626;e;-62;e;1244;e;1301;e;-57;e;1808;e;1927;e;-119;e
;86 years;460;e;475;e;-15;e;1205;e;1239;e;-34;e;1665;e;1714;e;-49;e;40;e;65;e;-25;e;80;e;99;e;-19;e;120;e;164;e;-44;e;500;e;540;e;-40;e;1285;e;1338;e;-53;e;1785;e;1878;e;-93;e
;87 years;404;e;412;e;-8;e;1227;e;1251;e;-24;e;1631;e;1663;e;-32;e;36;e;43;e;-7;e;71;e;81;e;-10;e;107;e;124;e;-17;e;440;e;455;e;-15;e;1298;e;1332;e;-34;e;1738;e;1787;e;-49;e
