Tabelle: 12711-0011
Migration between Germany and foreign countries:;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Germany, months, nationality, sex;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migration statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Germany;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Germans;;;;;;;;;;;;;;;;;;Foreigners;;;;;;;;;;;;;;;;;;Total;;;;;;;;;;;;;;;;;
;;Male;;;;;;Female;;;;;;Total;;;;;;Male;;;;;;Female;;;;;;Total;;;;;;Male;;;;;;Female;;;;;;Total;;;;;
;;Arrivals from foreign countries;;Departures to foreign countries;;Migration balance;;Arrivals from foreign countries;;Departures to foreign countries;;Migration balance;;Arrivals from foreign countries;;Departures to foreign countries;;Migration balance;;Arrivals from foreign countries;;Departures to foreign countries;;Migration balance;;Arrivals from foreign countries;;Departures to foreign countries;;Migration balance;;Arrivals from foreign countries;;Departures to foreign countries;;Migration balance;;Arrivals from foreign countries;;Departures to foreign countries;;Migration balance;;Arrivals from foreign countries;;Departures to foreign countries;;Migration balance;;Arrivals from foreign countries;;Departures to foreign countries;;Migration balance;
;;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number
;February;8353;p;11862;p;-3509;p;5090;p;7738;p;-2648;p;13443;p;19600;p;-6157;p;66342;p;37676;p;28666;p;45694;p;20770;p;24924;p;112036;p;58446;p;53590;p;74695;p;49538;p;25157;p;50784;p;28508;p;22276;p;125479;p;78046;p;47433;p
;March;9196;p;12793;p;-3597;p;5604;p;8248;p;-2644;p;14800;p;21041;p;-6241;p;209628;p;41066;p;168562;p;338692;p;22276;p;316416;p;548320;p;63342;p;484978;p;218824;p;53859;p;164965;p;344296;p;30524;p;313772;p;563120;p;84383;p;478737;p
;April;8873;p;12038;p;-3165;p;5427;p;7590;p;-2163;p;14300;p;19628;p;-5328;p;131364;p;41261;p;90103;p;172164;p;25067;p;147097;p;303528;p;66328;p;237200;p;140237;p;53299;p;86938;p;177591;p;32657;p;144934;p;317828;p;85956;p;231872;p
;May;8895;p;12420;p;-3525;p;5383;p;7931;p;-2548;p;14278;p;20351;p;-6073;p;106894;p;44418;p;62476;p;111472;p;34218;p;77254;p;218366;p;78636;p;139730;p;115789;p;56838;p;58951;p;116855;p;42149;p;74706;p;232644;p;98987;p;133657;p
;June;9643;p;12857;p;-3214;p;6306;p;8156;p;-1850;p;15949;p;21013;p;-5064;p;89417;p;45257;p;44160;p;77704;p;34604;p;43100;p;167121;p;79861;p;87260;p;99060;p;58114;p;40946;p;84010;p;42760;p;41250;p;183070;p;100874;p;82196;p
;July;10720;p;15202;p;-4482;p;7522;p;10839;p;-3317;p;18242;p;26041;p;-7799;p;90412;p;53413;p;36999;p;76187;p;39796;p;36391;p;166599;p;93209;p;73390;p;101132;p;68615;p;32517;p;83709;p;50635;p;33074;p;184841;p;119250;p;65591;p
;August;10994;p;17163;p;-6169;p;7462;p;12882;p;-5420;p;18456;p;30045;p;-11589;p;106816;p;55571;p;51245;p;88033;p;44394;p;43639;p;194849;p;99965;p;94884;p;117810;p;72734;p;45076;p;95495;p;57276;p;38219;p;213305;p;130010;p;83295;p
;September;10119;p;15146;p;-5027;p;6388;p;10906;p;-4518;p;16507;p;26052;p;-9545;p;113349;p;52832;p;60517;p;83997;p;41024;p;42973;p;197346;p;93856;p;103490;p;123468;p;67978;p;55490;p;90385;p;51930;p;38455;p;213853;p;119908;p;93945;p
;October;9623;p;14621;p;-4998;p;5796;p;9485;p;-3689;p;15419;p;24106;p;-8687;p;112018;p;51478;p;60540;p;78140;p;35212;p;42928;p;190158;p;86690;p;103468;p;121641;p;66099;p;55542;p;83936;p;44697;p;39239;p;205577;p;110796;p;94781;p
;November;9299;p;12854;p;-3555;p;5204;p;8237;p;-3033;p;14503;p;21091;p;-6588;p;95193;p;49046;p;46147;p;61735;p;31470;p;30265;p;156928;p;80516;p;76412;p;104492;p;61900;p;42592;p;66939;p;39707;p;27232;p;171431;p;101607;p;69824;p
;December;9071;p;14061;p;-4990;p;5391;p;9190;p;-3799;p;14462;p;23251;p;-8789;p;79069;p;54170;p;24899;p;53947;p;32439;p;21508;p;133016;p;86609;p;46407;p;88140;p;68231;p;19909;p;59338;p;41629;p;17709;p;147478;p;109860;p;37618;p
2023;January;10106;p;12962;p;-2856;p;5720;p;8416;p;-2696;p;15826;p;21378;p;-5552;p;94379;p;44381;p;49998;p;59739;p;26607;p;33132;p;154118;p;70988;p;83130;p;104485;p;57343;p;47142;p;65459;p;35023;p;30436;p;169944;p;92366;p;77578;p
;February;9413;p;12699;p;-3286;p;5568;p;7934;p;-2366;p;14981;p;20633;p;-5652;p;84234;p;47129;p;37105;p;55097;p;29735;p;25362;p;139331;p;76864;p;62467;p;93647;p;59828;p;33819;p;60665;p;37669;p;22996;p;154312;p;97497;p;56815;p
;March;9367;p;13296;p;-3929;p;5502;p;8472;p;-2970;p;14869;p;21768;p;-6899;p;86705;p;50760;p;35945;p;59614;p;32158;p;27456;p;146319;p;82918;p;63401;p;96072;p;64056;p;32016;p;65116;p;40630;p;24486;p;161188;p;104686;p;56502;p
;April;9025;p;11904;p;-2879;p;5313;p;7426;p;-2113;p;14338;p;19330;p;-4992;p;76312;p;54339;p;21973;p;51752;p;35236;p;16516;p;128064;p;89575;p;38489;p;85337;p;66243;p;19094;p;57065;p;42662;p;14403;p;142402;p;108905;p;33497;p
;May;9342;p;12011;p;-2669;p;5746;p;7423;p;-1677;p;15088;p;19434;p;-4346;p;78021;p;49749;p;28272;p;49775;p;32051;p;17724;p;127796;p;81800;p;45996;p;87363;p;61760;p;25603;p;55521;p;39474;p;16047;p;142884;p;101234;p;41650;p
;June;10565;p;13517;p;-2952;p;6731;p;8400;p;-1669;p;17296;p;21917;p;-4621;p;83378;p;51459;p;31919;p;53600;p;33380;p;20220;p;136978;p;84839;p;52139;p;93943;p;64976;p;28967;p;60331;p;41780;p;18551;p;154274;p;106756;p;47518;p
;July;11568;p;14774;p;-3206;p;7884;p;10475;p;-2591;p;19452;p;25249;p;-5797;p;84653;p;55880;p;28773;p;56809;p;39219;p;17590;p;141462;p;95099;p;46363;p;96221;p;70654;p;25567;p;64693;p;49694;p;14999;p;160914;p;120348;p;40566;p
;August;11234;p;16128;p;-4894;p;7360;p;11854;p;-4494;p;18594;p;27982;p;-9388;p;93025;p;57498;p;35527;p;61948;p;41413;p;20535;p;154973;p;98911;p;56062;p;104259;p;73626;p;30633;p;69308;p;53267;p;16041;p;173567;p;126893;p;46674;p
;September;10160;p;14785;p;-4625;p;6559;p;10340;p;-3781;p;16719;p;25125;p;-8406;p;109604;p;54527;p;55077;p;72919;p;35729;p;37190;p;182523;p;90256;p;92267;p;119764;p;69312;p;50452;p;79478;p;46069;p;33409;p;199242;p;115381;p;83861;p
;October;9185;p;13318;p;-4133;p;6008;p;8770;p;-2762;p;15193;p;22088;p;-6895;p;113299;p;47856;p;65443;p;74390;p;29267;p;45123;p;187689;p;77123;p;110566;p;122484;p;61174;p;61310;p;80398;p;38037;p;42361;p;202882;p;99211;p;103671;p
;November;9411;p;12928;p;-3517;p;5557;p;8097;p;-2540;p;14968;p;21025;p;-6057;p;87708;p;50794;p;36914;p;56053;p;29513;p;26540;p;143761;p;80307;p;63454;p;97119;p;63722;p;33397;p;61610;p;37610;p;24000;p;158729;p;101332;p;57397;p
;December;8707;p;15014;p;-6307;p;5239;p;9655;p;-4416;p;13946;p;24669;p;-10723;p;60232;p;54100;p;6132;p;42238;p;31192;p;11046;p;102470;p;85292;p;17178;p;68939;p;69114;p;-175;p;47477;p;40847;p;6630;p;116416;p;109961;p;6455;p
2024;January;9853;p;12949;p;-3096;p;5570;p;8377;p;-2807;p;15423;p;21326;p;-5903;p;79034;p;45174;p;33860;p;49386;p;25725;p;23661;p;128420;p;70899;p;57521;p;88887;p;58123;p;30764;p;54956;p;34102;p;20854;p;143843;p;92225;p;51618;p
;February;9095;p;11630;p;-2535;p;5109;p;7259;p;-2150;p;14204;p;18889;p;-4685;p;73251;p;47582;p;25669;p;46041;p;29055;p;16986;p;119292;p;76637;p;42655;p;82346;p;59212;p;23134;p;51150;p;36314;p;14836;p;133496;p;95526;p;37970;p
;March;9390;p;13053;p;-3663;p;5375;p;8295;p;-2920;p;14765;p;21348;p;-6583;p;75688;p;57408;p;18280;p;51787;p;32659;p;19128;p;127475;p;90067;p;37408;p;85078;p;70461;p;14617;p;57162;p;40954;p;16208;p;142240;p;111415;p;30825;p
;April;8636;p;11343;p;-2707;p;5107;p;7199;p;-2092;p;13743;p;18542;p;-4799;p;75594;p;47556;p;28038;p;51584;p;26696;p;24888;p;127178;p;74252;p;52926;p;84230;p;58899;p;25331;p;56691;p;33895;p;22796;p;140921;p;92794;p;48127;p
;May;9414;p;12896;p;-3482;p;5385;p;7959;p;-2574;p;14799;p;20855;p;-6056;p;71383;p;50636;p;20747;p;45933;p;28212;p;17721;p;117316;p;78848;p;38468;p;80797;p;63532;p;17265;p;51318;p;36171;p;15147;p;132115;p;99703;p;32412;p
;June;9597;p;13305;p;-3708;p;5973;p;8602;p;-2629;p;15570;p;21907;p;-6337;p;66288;p;48524;p;17764;p;44010;p;28190;p;15820;p;110298;p;76714;p;33584;p;75885;p;61829;p;14056;p;49983;p;36792;p;13191;p;125868;p;98621;p;27247;p
;July;12547;p;17839;p;-5292;p;8368;p;12134;p;-3766;p;20915;p;29973;p;-9058;p;77374;p;62033;p;15341;p;53716;p;39845;p;13871;p;131090;p;101878;p;29212;p;89921;p;79872;p;10049;p;62084;p;51979;p;10105;p;152005;p;131851;p;20154;p
;August;11139;p;16761;p;-5622;p;7406;p;12211;p;-4805;p;18545;p;28972;p;-10427;p;75742;p;58301;p;17441;p;54730;p;38533;p;16197;p;130472;p;96834;p;33638;p;86881;p;75062;p;11819;p;62136;p;50744;p;11392;p;149017;p;125806;p;23211;p
;September;10381;p;15989;p;-5608;p;6326;p;11286;p;-4960;p;16707;p;27275;p;-10568;p;90607;p;56589;p;34018;p;67084;p;34959;p;32125;p;157691;p;91548;p;66143;p;100988;p;72578;p;28410;p;73410;p;46245;p;27165;p;174398;p;118823;p;55575;p
;October;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;
;November;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;
;December;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;;...;
__________
© Federal Statistical Office, Wiesbaden 2024
created: 2024-12-18 / 19:24:42
