observation_date,CPALTT01DEM659N
1956-01-01,1.24610599999999994
1956-02-01,2.19435700000000011
1956-03-01,3.76175499999999996
1956-04-01,3.76175499999999996
1956-05-01,3.77358500000000019
1956-06-01,3.44827600000000034
1956-07-01,2.47678000000000020
1956-08-01,2.49221199999999987
1956-09-01,2.80373800000000006
1956-10-01,1.84615400000000007
1956-11-01,1.84049100000000010
1956-12-01,1.83486199999999999
1957-01-01,2.76923100000000000
1957-02-01,2.45398800000000028
1957-03-01,0.30211479999999991
1957-04-01,0.90634440000000005
1957-05-01,1.51515200000000005
1957-06-01,2.12121199999999988
1957-07-01,2.71903300000000003
1957-08-01,3.03951400000000005
1957-09-01,2.42424200000000001
1957-10-01,2.41691900000000004
1957-11-01,2.40963899999999986
1957-12-01,2.10210199999999992
1958-01-01,2.69461100000000009
1958-02-01,2.99401200000000012
1958-03-01,3.61445799999999995
1958-04-01,2.99401200000000012
1958-05-01,3.58209000000000000
1958-06-01,3.26409500000000019
1958-07-01,1.76470600000000011
1958-08-01,0.88495580000000007
1958-09-01,0.59171600000000002
1958-10-01,0.88495580000000007
1958-11-01,1.17647099999999982
1958-12-01,1.17647099999999982
1959-01-01,0.29154520000000000
1959-02-01,0.00000000000000000
1959-03-01,0.00000000000000000
1959-04-01,0.00000000000000000
1959-05-01,-0.86455330000000008
1959-06-01,-0.28735630000000001
1959-07-01,0.57803470000000001
1959-08-01,2.04678400000000016
1959-09-01,2.35294099999999995
1959-10-01,2.04678400000000016
1959-11-01,2.32558100000000012
1959-12-01,2.32558100000000012
1960-01-01,2.32558100000000012
1960-02-01,1.74418600000000001
1960-03-01,1.74418600000000001
1960-04-01,2.32558100000000012
1960-05-01,2.61627900000000002
1960-06-01,1.72910699999999995
1960-07-01,1.43678200000000000
1960-08-01,1.14613199999999993
1960-09-01,1.14942499999999992
1960-10-01,1.14613199999999993
1960-11-01,0.56818180000000007
1960-12-01,0.56818180000000007
1961-01-01,1.42045500000000002
1961-02-01,2.00000000000000000
1961-03-01,2.00000000000000000
1961-04-01,1.42045500000000002
1961-05-01,1.98300300000000007
1961-06-01,2.54957499999999992
1961-07-01,2.54957499999999992
1961-08-01,2.54957499999999992
1961-09-01,2.84090899999999991
1961-10-01,2.54957499999999992
1961-11-01,2.82485900000000001
1961-12-01,2.82485900000000001
1962-01-01,3.08123300000000011
1962-02-01,3.36134499999999958
1962-03-01,3.64145699999999994
1962-04-01,3.92156899999999986
1962-05-01,3.05555600000000016
1962-06-01,2.48618800000000029
1962-07-01,2.76243100000000030
1962-08-01,2.20994500000000027
1962-09-01,2.20994500000000027
1962-10-01,2.48618800000000029
1962-11-01,2.19780200000000026
1962-12-01,2.74725299999999972
1963-01-01,2.98912999999999984
1963-02-01,3.52303499999999969
1963-03-01,3.24324300000000010
1963-04-01,3.23450099999999985
1963-05-01,2.96496000000000004
1963-06-01,2.42587599999999970
1963-07-01,2.15053800000000006
1963-08-01,2.43243199999999993
1963-09-01,2.70270300000000008
1963-10-01,3.23450099999999985
1963-11-01,3.22580599999999995
1963-12-01,3.47593599999999991
1964-01-01,2.63852200000000003
1964-02-01,2.09424099999999980
1964-03-01,2.09424099999999980
1964-04-01,1.82767600000000008
1964-05-01,2.09424099999999980
1964-06-01,2.36842100000000011
1964-07-01,2.63157899999999989
1964-08-01,2.90237500000000015
1964-09-01,2.63157899999999989
1964-10-01,2.08877300000000021
1964-11-01,2.34375000000000000
1964-12-01,2.32558100000000012
1965-01-01,2.05655499999999991
1965-02-01,1.79487200000000002
1965-03-01,2.30769199999999985
1965-04-01,2.56410299999999980
1965-05-01,2.82051300000000005
1965-06-01,3.85604099999999983
1965-07-01,3.84615399999999985
1965-08-01,3.84615399999999985
1965-09-01,3.84615399999999985
1965-10-01,4.09207199999999993
1965-11-01,4.07124700000000050
1965-12-01,3.78787900000000022
1966-01-01,4.03022700000000000
1966-02-01,4.28211600000000026
1966-03-01,4.01002499999999973
1966-04-01,4.50000000000000000
1966-05-01,4.23940099999999997
1966-06-01,3.46534699999999996
1966-07-01,3.20987700000000009
1966-08-01,2.96296299999999979
1966-09-01,2.96296299999999979
1966-10-01,2.70270300000000008
1966-11-01,3.17848400000000009
1966-12-01,2.91970799999999997
1967-01-01,2.66343800000000019
1967-02-01,2.41545899999999980
1967-03-01,2.40963899999999986
1967-04-01,1.67464100000000005
1967-05-01,1.91387599999999991
1967-06-01,1.91387599999999991
1967-07-01,1.91387599999999991
1967-08-01,1.67865700000000007
1967-09-01,1.67865700000000007
1967-10-01,1.67464100000000005
1967-11-01,0.94786729999999997
1967-12-01,0.70921990000000001
1968-01-01,1.41509400000000007
1968-02-01,1.65094300000000005
1968-03-01,1.41176499999999994
1968-04-01,1.41176499999999994
1968-05-01,1.17370899999999989
1968-06-01,1.17370899999999989
1968-07-01,1.17370899999999989
1968-08-01,1.41509400000000007
1968-09-01,1.41509400000000007
1968-10-01,1.41176499999999994
1968-11-01,1.87793399999999999
1968-12-01,2.11267600000000000
1969-01-01,1.39534899999999995
1969-02-01,1.62413000000000007
1969-03-01,1.85614799999999991
1969-04-01,1.85614799999999991
1969-05-01,2.08816699999999988
1969-06-01,2.08816699999999988
1969-07-01,2.08816699999999988
1969-08-01,2.09302300000000008
1969-09-01,2.09302300000000008
1969-10-01,2.08816699999999988
1969-11-01,1.61290299999999998
1969-12-01,2.06896499999999994
1970-01-01,2.98165099999999983
1970-02-01,2.73972599999999966
1970-03-01,2.96127599999999980
1970-04-01,3.41685699999999981
1970-05-01,3.18181799999999981
1970-06-01,3.40909100000000054
1970-07-01,3.40909100000000054
1970-08-01,3.64464699999999997
1970-09-01,3.64464699999999997
1970-10-01,3.86363600000000007
1970-11-01,4.08163300000000007
1970-12-01,4.05405399999999982
1971-01-01,4.00890900000000006
1971-02-01,4.66666699999999945
1971-03-01,4.64601799999999976
1971-04-01,4.84581499999999998
1971-05-01,5.06607900000000022
1971-06-01,5.27472500000000011
1971-07-01,5.71428600000000042
1971-08-01,5.71428600000000042
1971-09-01,5.93406600000000051
1971-10-01,5.90809599999999957
1971-11-01,5.66448799999999952
1971-12-01,5.41125500000000059
1972-01-01,5.56745199999999940
1972-02-01,5.09554100000000076
1972-03-01,5.28541200000000000
1972-04-01,5.04201699999999953
1972-05-01,4.82180300000000006
1972-06-01,4.80166999999999966
1972-07-01,5.19750500000000049
1972-08-01,5.19750500000000049
1972-09-01,6.01659800000000011
1972-10-01,5.99173500000000026
1972-11-01,6.39175299999999957
1972-12-01,6.36550299999999947
1973-01-01,6.28803300000000043
1973-02-01,6.46464600000000011
1973-03-01,6.62650600000000001
1973-04-01,6.79999999999999982
1973-05-01,7.59999999999999964
1973-06-01,7.76892400000000016
1973-07-01,7.31225300000000011
1973-08-01,7.31225300000000011
1973-09-01,6.26223099999999988
1973-10-01,6.62768000000000068
1973-11-01,7.36434099999999958
1973-12-01,7.91505800000000015
1974-01-01,7.44274799999999992
1974-02-01,7.77988600000000030
1974-03-01,7.15630899999999937
1974-04-01,7.30337100000000028
1974-05-01,7.06319699999999973
1974-06-01,6.83918699999999991
1974-07-01,6.81399600000000039
1974-08-01,6.99815800000000010
1974-09-01,7.18232100000000084
1974-10-01,7.12979900000000022
1974-11-01,6.49819499999999994
1974-12-01,5.72450800000000015
1975-01-01,6.03907600000000055
1975-02-01,5.63380299999999945
1975-03-01,5.97539499999999979
1975-04-01,6.10820199999999947
1975-05-01,6.07638899999999982
1975-06-01,6.57439399999999985
1975-07-01,6.20689700000000055
1975-08-01,5.85197900000000004
1975-09-01,6.18556699999999982
1975-10-01,5.63139900000000004
1975-11-01,5.25423699999999982
1975-12-01,5.41455199999999959
1976-01-01,5.19263000000000030
1976-02-01,5.33333300000000055
1976-03-01,5.14096200000000003
1976-04-01,4.76973700000000012
1976-05-01,4.41898500000000016
1976-06-01,3.73376600000000014
1976-07-01,3.57142900000000019
1976-08-01,4.06504100000000079
1976-09-01,3.72168300000000007
1976-10-01,3.71566999999999981
1976-11-01,3.70370400000000011
1976-12-01,3.69181399999999993
1977-01-01,3.98089199999999988
1977-02-01,3.79746799999999984
1977-03-01,3.62775999999999987
1977-04-01,3.61067500000000008
1977-05-01,3.76175499999999996
1977-06-01,4.06885800000000053
1977-07-01,4.07523500000000016
1977-08-01,3.75000000000000000
1977-09-01,3.74414999999999987
1977-10-01,3.58255500000000016
1977-11-01,3.41614899999999988
1977-12-01,3.40557300000000041
1978-01-01,3.06278699999999970
1978-02-01,2.89634200000000019
1978-03-01,3.04414000000000007
1978-04-01,3.03030299999999997
1978-05-01,2.87009099999999995
1978-06-01,2.70676699999999970
1978-07-01,2.71084300000000011
1978-08-01,2.56024099999999999
1978-09-01,2.25563899999999995
1978-10-01,2.40601500000000001
1978-11-01,2.55255199999999993
1978-12-01,2.54490999999999978
1979-01-01,2.82317999999999980
1979-02-01,2.81481500000000029
1979-03-01,3.10191999999999979
1979-04-01,3.08823500000000006
1979-05-01,3.23054299999999994
1979-06-01,3.51390899999999951
1979-07-01,4.25220000000000020
1979-08-01,4.55212899999999987
1979-09-01,5.14705899999999961
1979-10-01,5.13950100000000010
1979-11-01,5.41727699999999945
1979-12-01,5.40146000000000015
1980-01-01,4.91329499999999975
1980-02-01,5.90778099999999995
1980-03-01,5.73065899999999928
1980-04-01,5.84878700000000062
1980-05-01,6.11664299999999983
1980-06-01,5.79915100000000017
1980-07-01,5.34458499999999948
1980-08-01,5.33707900000000013
1980-09-01,4.89510500000000004
1980-10-01,4.88826800000000006
1980-11-01,5.00000000000000000
1980-12-01,5.54016600000000015
1981-01-01,5.92286499999999982
1981-02-01,5.44217700000000004
1981-03-01,5.82655800000000035
1981-04-01,5.79514800000000019
1981-05-01,5.76407500000000006
1981-06-01,5.88235300000000016
1981-07-01,6.40854499999999927
1981-08-01,6.53333299999999983
1981-09-01,7.06666699999999981
1981-10-01,7.45672400000000035
1981-11-01,7.27513200000000193
1981-12-01,6.69291400000000003
1982-01-01,6.63198899999999991
1982-02-01,5.93548399999999976
1982-03-01,5.12163900000000005
1982-04-01,4.96815300000000004
1982-05-01,5.19645100000000060
1982-06-01,5.93434300000000015
1982-07-01,5.39523200000000003
1982-08-01,5.00625799999999987
1982-09-01,4.85678700000000063
1982-10-01,4.83271400000000018
1982-11-01,4.56226900000000057
1982-12-01,4.55104499999999934
1983-01-01,4.14634100000000050
1983-02-01,4.01948799999999995
1983-03-01,4.01948799999999995
1983-04-01,3.88349499999999992
1983-05-01,3.37349400000000044
1983-06-01,2.62216899999999997
1983-07-01,2.85714300000000021
1983-08-01,3.33730599999999988
1983-09-01,3.20665099999999992
1983-10-01,2.71867599999999987
1983-11-01,2.71226399999999979
1983-12-01,2.70588199999999990
1984-01-01,2.57611300000000032
1984-02-01,2.92740000000000000
1984-03-01,3.04449699999999979
1984-04-01,2.92056100000000018
1984-05-01,2.79720299999999966
1984-06-01,2.78745699999999985
1984-07-01,2.31481500000000029
1984-08-01,1.73010400000000009
1984-09-01,1.61104699999999990
1984-10-01,2.18642099999999973
1984-11-01,2.06659000000000015
1984-12-01,1.94730800000000048
1985-01-01,2.16895000000000016
1985-02-01,2.27531300000000014
1985-03-01,2.50000000000000000
1985-04-01,2.49716199999999988
1985-05-01,2.38095200000000018
1985-06-01,2.03389800000000021
1985-07-01,2.14932100000000004
1985-08-01,2.04081599999999996
1985-09-01,2.03850499999999979
1985-10-01,1.57657699999999990
1985-11-01,1.57480300000000017
1985-12-01,1.57303400000000004
1986-01-01,1.34078199999999992
1986-02-01,0.77864299999999997
1986-03-01,0.11086470000000000
1986-04-01,0.00000000000000000
1986-05-01,0.00000000000000000
1986-06-01,0.00000000000000000
1986-07-01,-0.33222590000000002
1986-08-01,-0.33333330000000000
1986-09-01,-0.33296340000000002
1986-10-01,-0.77605319999999989
1986-11-01,-0.99667779999999995
1986-12-01,-0.99557519999999999
1987-01-01,-0.77177510000000005
1987-02-01,-0.55187640000000004
1987-03-01,-0.22148389999999990
1987-04-01,0.00000000000000000
1987-05-01,0.00000000000000000
1987-06-01,0.11074199999999999
1987-07-01,0.44444440000000002
1987-08-01,0.66889630000000011
1987-09-01,0.44543430000000001
1987-10-01,0.89385469999999989
1987-11-01,1.00671099999999991
1987-12-01,1.00558700000000001
1988-01-01,0.88888890000000009
1988-02-01,0.99889010000000000
1988-03-01,0.99889010000000000
1988-04-01,0.99667779999999995
1988-05-01,1.21816200000000019
1988-06-01,1.21681399999999984
1988-07-01,1.21681399999999984
1988-08-01,1.21816200000000019
1988-09-01,1.44124199999999991
1988-10-01,1.43964599999999998
1988-11-01,1.77187199999999989
1988-12-01,1.88053099999999995
1989-01-01,2.31277499999999980
1989-02-01,2.41758300000000004
